=== Age Group For Passengers ===
code,fullname,age,country,status,rescued
1042,Zhu Clara,63,Netherlands,Passenger,no
1043,Gusev Igor,64,Belgium,Passenger,yes
1044,Boulanger Constantin,65,Czech Republic (Czechia),Passenger,yes
1046,Liu Wei,67,Portugal,Passenger,Yes
1047,Yamada Takeshi,68,Greece,Passenger,no
1048,Engel Rudolf,69,Hungary,Passenger,yes
1049,Giannopoulos Ilias,70,Austria,Passenger,yes
1050,Chen Li,71,Belarus,Passenger,yes
1051,Price Donald,72,Switzerland,Passenger,yes
1052,Zhou Jie,73,Bulgaria,Passenger,yes
1053,Jong Adriaen,74,Serbia,Passenger,no
1054,Nyambe Mulenga Carey,75,Denmark,Passenger,yes
1055,Sovath Vichara,76,Finland,Passenger,yes
1057,Wang Lin,78,Slovakia,Passenger,Yes
1058,Ak Orhan,79,Ireland,Passenger,Yes
1059,Hsu Alec,80,Croatia,Passenger,yes
1060,Zhang Baoping,81,Bosnia and Herzegovina,Passenger,no
1061,Shin Chan,82,Moldova,Passenger,yes
1062,Zhang Li,83,Lithuania,Passenger,yes
1063,Smith Robert,84,Albania,Passenger,yes
1064,Tekin Abdullah,85,Slovenia,Passenger,no
1106,Brown John,51,Albania,Passenger,yes
1107,Araujo Carlos,52,Slovenia,Passenger,yes
1108,Zhao Jun,53,Latvia,Passenger,no
1109,Ellis Christopher,54,North Macedonia,Passenger,yes
1110,Ayhan Mehmet,55,Estonia,Passenger,yes
1112,Nys Louis,57,Montenegro,Passenger,Yes
1113,Brown Michael,58,Malta,Passenger,Yes
1114,Gonzales Cesar,59,Iceland,Passenger,yes
1115,Manyatsi Zakhele,60,Andorra,Passenger,yes
1116,Omar Fereshta,61,Liechtenstein,Passenger,yes
1117,Zhao Chen,62,Monaco,Passenger,yes
1118,Balog Laszlo,63,San Marino,Passenger,yes
1119,Han Wei,64,Russia,Passenger,no
1120,Wu Wei,65,Germany,Passenger,yes
1121,Bologan Svetlana,66,United Kingdom,Passenger,yes
1123,Budjana Zaenal,68,Italy,Passenger,Yes
1124,Alvarez Alex,69,Spain,Passenger,no
1125,Colombo Fabio,70,Poland,Passenger,yes
1126,Ferrer Ahmed,71,Ukraine,Passenger,yes
1127,Yan Zhang,72,Romania,Passenger,yes
1128,Sato Masahiro,73,Netherlands,Passenger,yes
1129,Amador Alcides,74,Belgium,Passenger,yes
1130,Williams Mike,75,Czech Republic (Czechia),Passenger,no
1131,Zhang Chen,76,Sweden,Passenger,yes
1132,Loan Chau,77,Portugal,Passenger,yes
1134,Ciesla Wojciech,79,Hungary,Passenger,Yes
1135,Kim Jae-Jin,80,Austria,Passenger,Yes
1136,Jones Robert,81,Belarus,Passenger,no
1137,Becker Paul,82,Switzerland,Passenger,yes
1138,Makarova Andrei,83,Bulgaria,Passenger,yes
1139,Basnet Aama,84,Serbia,Passenger,yes
1140,Basov Aleksandr,85,Denmark,Passenger,yes
1182,Li Li,51,Serbia,Passenger,no
1183,Becker Hermann,52,Denmark,Passenger,yes
1184,Jones Alexander,53,Finland,Passenger,yes
1185,Zhang Chen,54,Norway,Passenger,yes
1186,Fayed Ahmed,55,Slovakia,Passenger,yes
1187,Li Chen,56,Ireland,Passenger,yes
1189,Chen Amir,58,Bosnia and Herzegovina,Passenger,Yes
1190,Kaminski Marek,59,Moldova,Passenger,Yes
1191,Yang Li,60,Lithuania,Passenger,yes
1192,Li Lin,61,Albania,Passenger,yes
1193,Kobayashi Yoshio,62,Slovenia,Passenger,yes
1194,Yang Jun,63,Latvia,Passenger,yes
1195,Djibo Albade,64,North Macedonia,Passenger,yes
1196,Muller Wolfgang,65,Estonia,Passenger,no
1197,Kiss Zsolt,66,Luxembourg,Passenger,yes
1198,Li Bichang,67,Montenegro,Passenger,yes
1200,Zhu Zheng,69,Iceland,Passenger,Yes
1201,Nascimento Carlos,70,Andorra,Passenger,Yes
1202,Abascal Sergio,71,Liechtenstein,Passenger,yes
1203,Hubaishi Hussein Badreddin Al-,72,Monaco,Passenger,yes
1204,Achiou Yacine,73,San Marino,Passenger,yes
1205,Parra Francisco,74,Russia,Passenger,yes
1206,Adhia David,75,Germany,Passenger,yes
1207,Malik Abdul Hameed,76,United Kingdom,Passenger,no
1208,Dego Sirak,77,France,Passenger,yes
1209,Yang Lei,78,Italy,Passenger,yes
1211,Zhang Hao,80,Poland,Passenger,Yes
1212,Wang Lin,81,Ukraine,Passenger,Yes
1213,Perera Nihal,82,Romania,Passenger,yes
1214,He Yang,83,Netherlands,Passenger,yes
1215,Yamada Hideki,84,Belgium,Passenger,yes
1216,Pliuschin Alexei,85,Czech Republic (Czechia),Passenger,yes
1258,Popescu Ion,51,Belgium,Passenger,no
1259,Kim Chan,52,Czech Republic (Czechia),Passenger,yes
1260,Reyes Isabel,53,Sweden,Passenger,yes
1261,Ferrer Jacques,54,Portugal,Passenger,yes
1262,Binalshibh Yisrael,55,Greece,Passenger,no
1263,Li Li,56,Hungary,Passenger,yes
1264,Perez Rafael,57,Austria,Passenger,yes
1266,Li Wei,59,Switzerland,Passenger,Yes
1267,Mettacara Hector Hugh,60,Bulgaria,Passenger,Yes
1268,Chau Chuon,61,Serbia,Passenger,yes
1269,Matsudaira Daisuke,62,Denmark,Passenger,yes
1270,Zhang Bo,63,Finland,Passenger,yes
1271,Popescu Andrei,64,Norway,Passenger,yes
1272,Zhang Wei,65,Slovakia,Passenger,yes
1273,Oliveira Ana,66,Ireland,Passenger,yes
1274,Yang Yang,67,Croatia,Passenger,yes
1275,Lopez Cesar,68,Bosnia and Herzegovina,Passenger,yes
1277,Hussain Tariq,70,Lithuania,Passenger,Yes
1278,Dia Ibrahima,71,Albania,Passenger,Yes
1279,Abouba Zakari,72,Slovenia,Passenger,yes
1280,Zhu Hao,73,Latvia,Passenger,yes

=== Summary ===
Total passengers analyzed: 1164
Total passengers in group 0-18: 130
Total passengers in group 19-35: 261
Total passengers in group 36-50: 238
Total passengers in group >=51: 535
